iter	Logloss
291	0.4338436906
292	0.4332820152
293	0.4329036188
294	0.4323998532
295	0.4319383184
296	0.4314599071
297	0.431074857
298	0.4308565519
299	0.4305520647
300	0.4301024868
301	0.4298867135
302	0.4294799493
303	0.4291250683
304	0.4287704377
305	0.4283477692
306	0.4278997615
307	0.4273312894
308	0.426905783
309	0.4264493562
310	0.4260140064
311	0.4256953982
312	0.4251515426
313	0.4247117594
314	0.4242883643
315	0.4238843261
316	0.4234293726
317	0.4231744517
318	0.422830168
319	0.422624888
320	0.4221048932
321	0.4217699111
322	0.4211752835
323	0.4206319786
324	0.4201802745
325	0.4199391863
326	0.4195314843
327	0.4192196468
328	0.4189399005
329	0.4186203651
330	0.4181785948
331	0.4178807068
332	0.4175298903
333	0.4170518818
334	0.4165869904
335	0.4162911133
336	0.4159107958
337	0.4155284678
338	0.415214132
339	0.4149211403
340	0.4145049522
341	0.4141953728
342	0.4138277467
343	0.4134472543
344	0.4131352273
345	0.4127985445
346	0.4123698868
347	0.4120995151
348	0.4118629797
349	0.4115197981
350	0.4111068122
351	0.4106889009
352	0.4102679955
353	0.4099316601
354	0.4095555299
355	0.4091002515
356	0.4089510636
357	0.4086390815
358	0.4083108055
359	0.4079800776
360	0.4076841492
361	0.4072405835
362	0.406968939
363	0.4064864638
364	0.405953096
365	0.4055844996
366	0.4053090583
367	0.4050078585
368	0.4046354577
369	0.4043002063
370	0.4037368638
371	0.403344672
372	0.4030581336
373	0.4026422519
374	0.4023033107
375	0.4018108987
376	0.4016096978
377	0.4012875814
378	0.4008643662
379	0.4004378484
380	0.4001635919
381	0.3997014375
382	0.3993686596
383	0.3988970229
384	0.3983722615
385	0.3981257465
386	0.3977631911
387	0.397479006
388	0.3969945955
389	0.3967538959
390	0.396510725
391	0.3961664911
392	0.3957439682
393	0.3954597649
394	0.3951154674
395	0.3947562273
396	0.3943541835
397	0.394064354
398	0.3937556123
399	0.3933721555
400	0.3930360457
401	0.3927815549
402	0.3925451235
403	0.3921700072
404	0.3917515708
405	0.3915385178
406	0.391200376
407	0.3908680573
408	0.3905138106
409	0.39029802
410	0.3900088648
411	0.3896798646
412	0.3893963047
413	0.3892672707
414	0.3888115906
415	0.3883838787
416	0.3881880968
417	0.3878448353
418	0.3875156827
419	0.3872026277
420	0.3869749403
421	0.3867397914
422	0.3863235075
423	0.3861180839
424	0.3857661452
425	0.3855667161
426	0.3853041607
427	0.3849689439
428	0.384734752
429	0.3845755133
430	0.3842423949
431	0.3839429058
432	0.3835797107
433	0.3831189941
434	0.3828009403
435	0.3824002478
436	0.382184221
437	0.3819357381
438	0.3817872181
439	0.3815699449
440	0.3812404436
441	0.3810391372
442	0.3808718809
443	0.3805263275
444	0.3802584176
445	0.3801258603
446	0.3798173086
447	0.3795422678
448	0.3792652075
449	0.3788447354
450	0.3785429527
451	0.3782631591
452	0.3779440722
453	0.3777658181
454	0.3774562126
455	0.3770790733
456	0.3767474688
457	0.3764024746
458	0.3760840954
459	0.3757444292
460	0.3753381043
461	0.3750830539
462	0.3747256836
463	0.3745081209
464	0.3742731483
465	0.3740102813
466	0.3737268816
467	0.3733794016
468	0.3731166524
469	0.3728013631
470	0.3724379421
471	0.3721886286
472	0.3720037899
473	0.371664098
474	0.3714750137
475	0.3712164615
476	0.3709693432
477	0.3705352486
478	0.3701060458
479	0.3698440275
480	0.3697101535
481	0.369494211
482	0.3692922757
483	0.3690500719
484	0.3686490789
485	0.3684428339
486	0.3683153292
487	0.3680496289
488	0.3677883195
489	0.3675676039
490	0.3671244135
491	0.3668323443
492	0.3666606389
493	0.3664178203
494	0.3661038575
495	0.3658889094
496	0.3656150012
497	0.3653722796
498	0.3649615675
499	0.3647134558
500	0.3643402451
501	0.3640388758
502	0.3637125329
503	0.3633783008
504	0.3631603166
505	0.3629421369
506	0.3626568812
507	0.3622327741
508	0.3619207764
509	0.3614944156
510	0.3611976497
511	0.3609319347
512	0.3606528026
513	0.3603995817
514	0.3601766599
515	0.3599783033
516	0.3596050743
517	0.3593789009
518	0.3589540454
519	0.3588261072
520	0.3585403581
521	0.3582937535
522	0.3579844075
523	0.3578429334
524	0.3576101055
525	0.3574236717
526	0.3571113571
527	0.3569187341
528	0.3566923331
529	0.3563265093
530	0.3560927067
531	0.3557369345
532	0.3555527787
533	0.3552378815
534	0.3548788246
535	0.3544266408
536	0.3541615243
537	0.3537868708
538	0.3536573848
539	0.3535426559
540	0.3532717669
541	0.3531103267
542	0.3528216848
543	0.3526097723
544	0.3524197794
545	0.3521771315
546	0.3520379079
547	0.3518080054
548	0.3515663034
549	0.3513313771
550	0.3511850807
551	0.3510214941
552	0.3508011379
553	0.3505931582
554	0.3502854133
555	0.3500971551
556	0.3498890591
557	0.3496796671
558	0.3495376142
559	0.3491999699
560	0.3489094156
561	0.3486898985
562	0.3485066305
563	0.3482954181
564	0.3480080532
565	0.3478204275
566	0.3474722938
567	0.3472064439
568	0.3470067308
569	0.3467047439
570	0.3465067344
571	0.3463964809
572	0.3461938145
573	0.3459940636
574	0.3458004926
575	0.3456533713
576	0.345344541
577	0.3452074468
578	0.3449208732
579	0.3446255796
580	0.3443456926
581	0.3441686063
582	0.3438399409
583	0.3436867225
584	0.3434532056
585	0.3431563603
586	0.3429533532
587	0.3426436235
588	0.3424166258
589	0.3420788019
590	0.3419034032
591	0.3416367476
592	0.3413884726
593	0.3411280312
594	0.3408835881
595	0.3406880277
596	0.3405094001
597	0.3403243379
598	0.3400321811
599	0.3399097366
600	0.3395739934
601	0.3393695966
602	0.339148029
603	0.3390299037
604	0.338877803
605	0.3387101766
606	0.3384729017
607	0.3381021519
608	0.337841976
609	0.3376938753
610	0.3375622969
611	0.3373940105
612	0.3371163255
613	0.3367447025
614	0.336634778
615	0.3364625123
616	0.3362548137
617	0.3360700576
618	0.3359582351
619	0.3357052345
620	0.3354742102
621	0.3352907287
622	0.3350540042
623	0.3348086911
624	0.3345335961
625	0.3342429901
626	0.334102571
627	0.3339186214
628	0.3337016055
629	0.3334199979
630	0.333232233
631	0.3328628451
632	0.3326514969
633	0.3325327323
634	0.3324558869
635	0.3322976476
636	0.3320751181
637	0.3316770002
638	0.3314018604
639	0.3310408341
640	0.3308333345
641	0.330587668
642	0.3303514886
643	0.3300948944
644	0.3300213456
645	0.3297273147
646	0.3295131426
647	0.3292407561
648	0.3290398973
649	0.3288178314
650	0.3286682161
651	0.3284249576
652	0.3282153898
653	0.3280595928
654	0.3277609955
655	0.3274667777
656	0.3273396877
657	0.327087207
658	0.3268642013
659	0.3265805061
660	0.3262674597
661	0.3261177336
662	0.3259180213
663	0.3258832691
664	0.3257007399
665	0.3253341004
666	0.3250684261
667	0.3249160126
668	0.324575848
669	0.324414757
670	0.3241719683
671	0.3240527748
672	0.3239207181
673	0.323726538
674	0.3235603048
675	0.3233392364
676	0.3231148542
677	0.3227885806
678	0.3226391966
679	0.3223373334
680	0.322163881
681	0.3218199718
682	0.3216870234
683	0.321538759
684	0.3212499348
685	0.3210860579
686	0.32093829
687	0.3206511335
688	0.3204909559
689	0.3203963423
690	0.3203296718
691	0.3201136523
692	0.3199293528
693	0.319731762
694	0.3194344477
695	0.3192027421
696	0.318936157
697	0.3187708103
698	0.3184920366
699	0.3183480952
700	0.3182204615
701	0.3180354936
702	0.3178797667
703	0.3177168478
704	0.3174966174
705	0.3173062213
706	0.3171249808
707	0.3168823121
708	0.3164985576
709	0.3163068071
710	0.3159223144
711	0.3157359385
712	0.3155036289
713	0.3153548498
714	0.3150162145
715	0.3147954949
716	0.3145611803
717	0.3142555836
718	0.31395508
719	0.3136931421
720	0.3135388917
721	0.3134103972
722	0.313151273
723	0.3129195994
724	0.3125771545
725	0.3124337614
726	0.3121841621
727	0.3120842394
728	0.3118719355
729	0.311633214
730	0.3114181938
731	0.3112447952
732	0.3107999461
733	0.3106677334
734	0.3104969022
735	0.3102235845
736	0.3100364168
737	0.3097759623
738	0.3096331537
739	0.3093915206
740	0.3092561313
741	0.3090470603
742	0.3089819039
743	0.3088174433
744	0.3086386212
745	0.3084939853
746	0.308340753
747	0.3081891055
748	0.3079264235
749	0.3076670503
750	0.307528255
751	0.3073275084
752	0.3070814197
753	0.3069079689
754	0.3067426454
755	0.3065496616
756	0.3062578751
757	0.3060335055
758	0.3058727341
759	0.3057943151
760	0.3055059481
761	0.305339617
762	0.3051652758
763	0.3048860036
764	0.3046441475
765	0.3043795141
766	0.304199713
767	0.3041196441
768	0.3038936254
769	0.3037029494
770	0.3035238594
771	0.303302652
772	0.3031125296
773	0.3029485148
774	0.3026972706
775	0.302398916
776	0.3023122004
777	0.3021478043
778	0.30190783
779	0.3018094145
780	0.3016673783
781	0.301452685
782	0.301264228
783	0.301154987
784	0.3009003991
785	0.3005979961
786	0.3004049291
787	0.3001602716
788	0.2999082643
789	0.2998527346
790	0.2995763134
791	0.2992969304
792	0.2992231757
793	0.2990884002
794	0.298941252
795	0.2988132813
796	0.2987096081
797	0.298583195
798	0.2983678948
799	0.2982766467
800	0.2980525542
801	0.2977791941
802	0.2976293868
803	0.2973946728
804	0.2971168392
805	0.2969604806
806	0.2968145248
807	0.2965703672
808	0.2964086285
809	0.2961198923
810	0.295879897
811	0.2957311786
812	0.2955699649
813	0.2953742079
814	0.2952488432
815	0.2951405113
816	0.2950401034
817	0.294822325
818	0.2946614632
819	0.2944623691
820	0.2941920966
821	0.2940270661
822	0.2939142873
823	0.2937844968
824	0.2935453431
825	0.2934810376
826	0.2932842867
827	0.2931133376
828	0.2929697981
829	0.2927608336
830	0.2925118948
831	0.2923155393
832	0.2921110984
833	0.2920163524
834	0.2919441212
835	0.2917068701
836	0.2916060331
837	0.2914551655
838	0.2913997409
839	0.2912417695
840	0.2910239222
841	0.2908967508
842	0.2907127977
843	0.2906208889
844	0.2905254268
845	0.2901933394
846	0.2898879805
847	0.289778643
848	0.2895576738
849	0.2893841826
850	0.2891873694
851	0.2890017695
852	0.2887975259
853	0.2886068571
854	0.2883872112
855	0.28822933
856	0.2880795123
857	0.2879663746
858	0.2878057935
859	0.2875154877
860	0.2873874565
861	0.2872534945
862	0.2870642229
863	0.2868861095
864	0.2867506605
865	0.2865847984
866	0.2864249435
867	0.2861932182
868	0.2861059731
869	0.2858677828
870	0.2857804403
871	0.2855322392
872	0.285270867
873	0.2851273978
874	0.2848669167
875	0.2846661986
876	0.2845471604
877	0.2844036567
878	0.284182574
879	0.2840058127
880	0.2837770371
881	0.2836274493
882	0.2835024311
883	0.283337408
884	0.2830755758
885	0.283003753
886	0.2828858303
887	0.2827099968
888	0.2825030454
889	0.2823907878
890	0.2821882909
891	0.2819850754
892	0.2818978155
893	0.2816485934
894	0.2814257854
895	0.2812281055
896	0.2811348669
897	0.2809742387
898	0.2808563822
899	0.2805985435
900	0.2804311863
901	0.2802622628
902	0.2801090603
903	0.2799157684
904	0.27976434
905	0.2796707269
906	0.2794926696
907	0.2791872702
908	0.2789992879
909	0.2788598622
910	0.2787746035
911	0.278583262
912	0.2784394672
913	0.2782803044
914	0.2780109519
915	0.2779173179
916	0.2777289795
917	0.2775942942
918	0.2774996219
919	0.2773846685
920	0.2771712845
921	0.277055189
922	0.2768362731
923	0.2765620594
924	0.276475978
925	0.2762798948
926	0.2761692403
927	0.2759926718
928	0.2758584132
929	0.2756211145
930	0.2753049954
931	0.2752185173
932	0.2749715967
933	0.2749247056
934	0.2748168001
935	0.2746531113
936	0.274518932
937	0.2744431041
938	0.2741162595
939	0.2739001557
940	0.2738847847
941	0.2736490667
942	0.2735273605
943	0.2733281064
944	0.2731462656
945	0.2729211097
946	0.2728296859
947	0.272617449
948	0.272456827
949	0.2723341324
950	0.2722005229
951	0.2720335767
952	0.2719272769
953	0.2717473083
954	0.2716026918
955	0.2714745941
956	0.2713673454
957	0.271167768
958	0.270933539
959	0.2707726289
960	0.270535574
961	0.2704676967
962	0.2702734446
963	0.2700283564
964	0.2697791259
965	0.2696279494
966	0.2695446309
967	0.269445513
968	0.2691834132
969	0.2689787135
970	0.2688940528
971	0.2686851462
972	0.2685085672
973	0.2682852132
974	0.2680989426
975	0.268053172
976	0.2679670366
977	0.2677575925
978	0.2676449595
979	0.2675245309
980	0.2672058653
981	0.2670872831
982	0.2669849259
983	0.2668439694
984	0.2666192187
985	0.2663596499
986	0.26619358
987	0.2659830957
988	0.26588219
989	0.2656740742
990	0.2655541379
991	0.2653545906
992	0.2651473284
993	0.2649488581
994	0.2648495143
995	0.2647562736
996	0.2645511699
997	0.2643439294
998	0.2642755435
999	0.2640306645
1000	0.2639299829
1001	0.2637197315
1002	0.2635552637
1003	0.2634555919
1004	0.2632160109
1005	0.2629384595
1006	0.2628578012
1007	0.2626066158
1008	0.2625219995
1009	0.2624545965
1010	0.2622405299
1011	0.2620179276
1012	0.2619265064
1013	0.2618027131
1014	0.2616424935
1015	0.2615128123
1016	0.2613427272
1017	0.2612739513
1018	0.2609878964
1019	0.260772221
1020	0.2604873323
1021	0.2604097758
1022	0.2602686491
1023	0.2600981013
1024	0.2600440073
1025	0.2598290029
1026	0.2597407783
1027	0.259576541
1028	0.2594606439
1029	0.2593562266
1030	0.2591869707
1031	0.259067297
1032	0.259018069
1033	0.258773199
1034	0.2585833789
1035	0.2584468503
1036	0.2583215389
1037	0.2582502862
1038	0.2581382819
1039	0.2579110793
1040	0.2578068165
1041	0.2576400892
1042	0.2575772041
1043	0.2574206006
1044	0.2572953337
1045	0.2572286565
1046	0.2570949518
1047	0.2569832231
1048	0.2567113819
1049	0.2565634655
1050	0.2564158126
1051	0.2561301995
1052	0.2559999373
1053	0.255819452
1054	0.2557139327
1055	0.2555606242
1056	0.2554644
1057	0.2553976097
1058	0.2553069485
1059	0.255158382
1060	0.2549736216
1061	0.2547101535
1062	0.2545700569
1063	0.2543921166
1064	0.2542643829
1065	0.253957026
1066	0.253852273
1067	0.2537358953
1068	0.2535868469
1069	0.2534353214
1070	0.2532075434
1071	0.253060925
1072	0.252969289
1073	0.2527973895
1074	0.2526783197
1075	0.2526547868
1076	0.2524779229
1077	0.2523403594
1078	0.2522865998
1079	0.2521917117
1080	0.2520041774
1081	0.2518117828
1082	0.2515593411
1083	0.2514889308
1084	0.2513076228
1085	0.2510394803
1086	0.2508615719
1087	0.2506806827
1088	0.2505496352
1089	0.2504287975
1090	0.2503651836
1091	0.2501875837
1092	0.2500761223
1093	0.2499287573
1094	0.2496847602
1095	0.2495500546
1096	0.2493057675
1097	0.2492244472
1098	0.2491392525
1099	0.2490332495
1100	0.2488285359
1101	0.2487126539
1102	0.2486025757
1103	0.2483827906
1104	0.2482672825
1105	0.2480845407
1106	0.2479370165
1107	0.247677316
1108	0.2474887889
1109	0.2473501036
1110	0.2472205579
1111	0.2471399682
1112	0.247002346
1113	0.2468177049
1114	0.2466721461
1115	0.2465275289
1116	0.2464161956
1117	0.2462785538
1118	0.2461240294
1119	0.246014705
1120	0.2458340613
1121	0.245722579
1122	0.2455601236
1123	0.2454262959
1124	0.2453096759
1125	0.2451609723
1126	0.245064481
1127	0.2448294909
1128	0.2446333132
1129	0.2445284854
1130	0.2442345957
1131	0.2440403072
1132	0.2439520086
1133	0.2437843334
1134	0.2437159014
1135	0.2434976101
1136	0.2433138002
1137	0.2432044471
1138	0.2430750417
1139	0.2429933165
1140	0.2429474598
1141	0.2427295125
1142	0.2425627321
1143	0.242471634
1144	0.2423815176
1145	0.2422263924
1146	0.242151827
1147	0.2420373292
1148	0.2419145998
1149	0.2417721286
1150	0.2416147484
1151	0.2414641989
1152	0.2412508315
1153	0.2412249545
1154	0.2410172546
1155	0.2409527997
1156	0.2408576057
1157	0.2407192913
1158	0.2406426501
1159	0.2405738722
1160	0.2405233388
1161	0.2403783942
1162	0.2403028542
1163	0.2401769224
1164	0.2400000948
1165	0.2398429781
1166	0.2397105958
1167	0.2396739969
1168	0.2395580641
1169	0.2393855707
1170	0.2392872053
1171	0.2391264235
1172	0.2389902493
1173	0.2388554694
1174	0.238786117
1175	0.2386564148
1176	0.238619991
1177	0.2383933907
1178	0.2382757471
1179	0.2382347566
1180	0.2381616296
1181	0.2380873537
1182	0.2378789173
1183	0.2377822721
1184	0.23759823
1185	0.2375284328
1186	0.2374008271
1187	0.2373429636
1188	0.2372474086
1189	0.2371621964
1190	0.2369654346
1191	0.2366968161
1192	0.2364805208
1193	0.236383497
1194	0.2362919014
1195	0.2361175751
1196	0.2359729094
1197	0.2358990648
1198	0.2357030489
1199	0.2356020943
1200	0.2355038678
1201	0.2353530983
1202	0.2352276231
1203	0.234961108
1204	0.2347695485
1205	0.2344980305
1206	0.2342893201
1207	0.2342387157
1208	0.2340722036
1209	0.2339484305
1210	0.2338557411
1211	0.2336762748
1212	0.2335743386
1213	0.2334962887
1214	0.2333463887
1215	0.2332630571
1216	0.2331148632
1217	0.2328647579
1218	0.232705207
1219	0.2326642352
1220	0.232566893
1221	0.2323333559
1222	0.2321890695
1223	0.2321146914
1224	0.2319271153
1225	0.2316792499
1226	0.2315951114
1227	0.2314720493
1228	0.2313374631
1229	0.2312065177
1230	0.2310442179
1231	0.2309198574
1232	0.2307554777
1233	0.2305419156
1234	0.2304014173
1235	0.2303082025
1236	0.2302553459
1237	0.2299892203
1238	0.2298671479
1239	0.2297038917
1240	0.2294891822
1241	0.2294174751
1242	0.2293424728
1243	0.2291621154
1244	0.2289816384
1245	0.2288021871
1246	0.2287308289
1247	0.2286155947
1248	0.2284722118
1249	0.2283428425
1250	0.2282752165
1251	0.2280151865
1252	0.2279520251
1253	0.2277324885
1254	0.2275889081
1255	0.2273825556
1256	0.2272959463
1257	0.2271012625
1258	0.2269775125
1259	0.2268667212
1260	0.2266885194
1261	0.2264977976
1262	0.2263459115
1263	0.2262226301
1264	0.2261134885
1265	0.2259380272
1266	0.2258032892
1267	0.2257349219
1268	0.225585585
1269	0.2253676579
1270	0.2252815945
1271	0.225110688
1272	0.2250553049
1273	0.2249447516
1274	0.2247748338
1275	0.2245844696
1276	0.2244566175
1277	0.2243369669
1278	0.2240376357
1279	0.2239555628
1280	0.2238997869
1281	0.2237796319
1282	0.223634658
1283	0.2234684778
1284	0.2232835941
1285	0.2231650771
1286	0.2231126889
1287	0.2229367672
1288	0.2227231724
1289	0.2226455776
1290	0.2224154092
1291	0.2222861994
1292	0.2221735633
1293	0.2220205996
1294	0.221849307
1295	0.221750921
1296	0.2216491965
1297	0.2215035761
1298	0.2214495078
1299	0.2212822612
1300	0.2211222469
1301	0.2209675366
1302	0.22077199
1303	0.2205390302
1304	0.2203352621
1305	0.2202377358
1306	0.2199789619
1307	0.2198338181
1308	0.2195470889
1309	0.2193588832
1310	0.2191098006
1311	0.2190024589
1312	0.2188908059
1313	0.2188431233
1314	0.2187312359
1315	0.2185775977
1316	0.2183835651
1317	0.2182674402
1318	0.2181970792
1319	0.2179600462
1320	0.2179158715
1321	0.2178367812
1322	0.2176613387
1323	0.2176301946
1324	0.2174031312
1325	0.2172955983
1326	0.2172066762
1327	0.2171154816
1328	0.2169017287
1329	0.2168258058
1330	0.2166597795
1331	0.2165363936
1332	0.2163241691
1333	0.2162145917
1334	0.2161347426
1335	0.2160933204
1336	0.2160220825
1337	0.2159270958
1338	0.2157058198
1339	0.2155945628
1340	0.2154375856
1341	0.2152203936
1342	0.215112731
1343	0.2150405891
1344	0.2149408244
1345	0.2148480888
1346	0.2146881015
1347	0.2144700397
1348	0.2143583782
1349	0.2142141161
1350	0.2140546914
1351	0.2138690486
1352	0.2136559701
1353	0.2135726036
1354	0.2133845427
1355	0.213282323
1356	0.213189919
1357	0.2130435865
1358	0.2129495843
1359	0.2128134451
1360	0.2126997319
1361	0.2125865392
1362	0.212503738
1363	0.2123006548
1364	0.2121499644
1365	0.2119423607
1366	0.2118274606
1367	0.2117058409
1368	0.2115922954
1369	0.2115148238
1370	0.2114000738
1371	0.2112795598
1372	0.2111157992
1373	0.2109724529
1374	0.2108100339
1375	0.2107051402
1376	0.2105162342
1377	0.2104022208
1378	0.2101906714
1379	0.2099628348
1380	0.2098386691
1381	0.209710633
1382	0.2095462588
1383	0.2094717009
1384	0.2093885275
1385	0.2092296963
1386	0.2090910654
1387	0.2090559213
1388	0.2088576552
1389	0.2087685215
1390	0.2086811411
1391	0.2086108279
1392	0.2085244859
1393	0.2084206611
1394	0.2082571725
1395	0.2080897351
1396	0.2079430493
1397	0.2077892604
1398	0.2076376811
1399	0.2075173506
1400	0.2073457722
1401	0.2072108531
1402	0.2070459455
1403	0.2068880452
1404	0.2067932696
1405	0.206643371
1406	0.2063792542
1407	0.2063278933
1408	0.2062263614
1409	0.2060568087
1410	0.2059271632
1411	0.2057714377
1412	0.2056102493
1413	0.2055219298
1414	0.2054927953
1415	0.2052630805
1416	0.205212925
1417	0.2051071164
1418	0.2049521129
1419	0.2048858864
1420	0.2047287786
1421	0.204681394
1422	0.2046321935
1423	0.2043746147
1424	0.2042235414
1425	0.2041483169
1426	0.2040207399
1427	0.2038844842
1428	0.2036477578
1429	0.2035220234
1430	0.2033773429
1431	0.2032368692
1432	0.2031712155
1433	0.2031588775
1434	0.2030339929
1435	0.2029361526
1436	0.2027634121
1437	0.2026130359
1438	0.2025099571
1439	0.2022884704
1440	0.2022187016
1441	0.2020478072
1442	0.2018878404
1443	0.201752325
1444	0.2016140527
1445	0.2014145785
1446	0.2013990009
1447	0.2013047776
1448	0.2011904926
1449	0.2010663525
1450	0.2009353131
1451	0.2007997463
1452	0.2006646974
1453	0.2004852065
1454	0.2003481043
1455	0.200194741
1456	0.2000859341
1457	0.2000791048
1458	0.1999542221
1459	0.1998142822
1460	0.1997002197
1461	0.1995119355
1462	0.1993359954
1463	0.1992102169
1464	0.1991129397
1465	0.1989937576
1466	0.1987864391
1467	0.1986621226
1468	0.1985288632
1469	0.1983642517
1470	0.1983115099
1471	0.198201302
1472	0.1980176713
1473	0.1978958597
1474	0.1977479252
1475	0.1975484467
1476	0.1974496185
1477	0.1973073745
1478	0.1972111026
1479	0.1970060437
1480	0.1969089309
1481	0.1968403596
1482	0.1966838209
1483	0.1964865222
1484	0.1963356809
1485	0.1962144639
1486	0.196100248
1487	0.1960113228
1488	0.1959080263
1489	0.1958552201
1490	0.1957038346
1491	0.195608078
1492	0.1954664439
1493	0.1952398389
1494	0.1950029436
1495	0.1949725917
1496	0.1948797958
1497	0.194753834
1498	0.1945644029
1499	0.1944676067
1500	0.1942623167
1501	0.194051419
1502	0.1939634265
1503	0.1939359812
1504	0.1938007469
1505	0.193643214
1506	0.1935222988
1507	0.1933683737
1508	0.1932881973
1509	0.1931523226
1510	0.1929914833
1511	0.1929153533
1512	0.1928711079
