iter	RMSE
1514	0.2332543149
1515	0.2332208267
1516	0.2331651533
1517	0.2331361133
1518	0.2330703473
1519	0.2330460792
1520	0.2330159143
1521	0.232968847
1522	0.2329322926
1523	0.2329113935
1524	0.2328735226
1525	0.2328394354
1526	0.2327678093
1527	0.2327337129
1528	0.2326988658
1529	0.2326630005
1530	0.2326276377
1531	0.232609818
1532	0.2325930227
1533	0.2325565786
1534	0.2325315345
1535	0.2324948383
1536	0.2324732358
1537	0.2324568569
1538	0.2324232512
1539	0.2323885893
1540	0.232357811
1541	0.2323250446
1542	0.2322872287
1543	0.2322580245
1544	0.2322309382
1545	0.2322021029
1546	0.2321624637
1547	0.2321336415
1548	0.2321033733
1549	0.2320803641
1550	0.2320633231
1551	0.2320279078
1552	0.2320007433
1553	0.2319406538
1554	0.2319239532
1555	0.2318891387
1556	0.2318570343
1557	0.2318227481
1558	0.2317973438
1559	0.2317874203
1560	0.2317462612
1561	0.2316918364
1562	0.2316803927
1563	0.2316635619
1564	0.2316308912
1565	0.2315937424
1566	0.2315725957
1567	0.2315365898
1568	0.2315031131
1569	0.2314864279
1570	0.231460193
1571	0.2314226246
1572	0.2314033541
1573	0.2313774376
1574	0.231345549
1575	0.2313205089
1576	0.2312941764
1577	0.2312303086
1578	0.2312089484
1579	0.2311757581
1580	0.2311077561
1581	0.2310791381
1582	0.231056791
1583	0.2310325937
1584	0.2310060496
1585	0.2309447882
1586	0.2309097049
1587	0.2308876034
1588	0.2308543016
1589	0.2308321088
1590	0.2308081777
1591	0.230771206
1592	0.2307141376
1593	0.2306831699
1594	0.2306690284
1595	0.2306593818
1596	0.2306367371
1597	0.2306148006
1598	0.2306042413
1599	0.2305800716
1600	0.2305573703
1601	0.2305202477
1602	0.2304836948
1603	0.2304651999
1604	0.2304288408
1605	0.2303793187
1606	0.2303262219
1607	0.2303100648
1608	0.2302957286
1609	0.2302480862
1610	0.2302154518
1611	0.2301823054
1612	0.2301304238
1613	0.2301021959
1614	0.2300880056
1615	0.2300584215
1616	0.2300226409
1617	0.229991991
1618	0.2299622019
1619	0.2299344001
1620	0.2299189922
1621	0.2298923338
1622	0.2298613964
1623	0.2298460147
1624	0.2298359789
1625	0.2297998307
1626	0.2297846584
1627	0.2297612818
1628	0.2297331968
1629	0.2296866194
1630	0.2296499086
1631	0.2296173464
1632	0.2295981212
1633	0.229578481
1634	0.2295464014
1635	0.2295150066
1636	0.2294959326
1637	0.2294780389
1638	0.2294449128
1639	0.2294066979
1640	0.2293793481
1641	0.2293604667
1642	0.2293099607
1643	0.2293010322
1644	0.2292731116
1645	0.2292587631
1646	0.2292432992
1647	0.2292199161
1648	0.2291950069
1649	0.2291701391
1650	0.2291454173
1651	0.2291230844
1652	0.229087152
1653	0.2290686274
1654	0.2290416712
1655	0.2290063614
1656	0.2289848414
1657	0.2289508631
1658	0.228926302
1659	0.2289050608
1660	0.2288833013
1661	0.2288650213
1662	0.2288366037
1663	0.2288156151
1664	0.2287919048
1665	0.2287651968
1666	0.2287446212
1667	0.2287097147
1668	0.2286815013
1669	0.2286573007
1670	0.2286251429
1671	0.2286030638
1672	0.2285727405
1673	0.2285436307
1674	0.2284943355
1675	0.2284638013
1676	0.2284323593
1677	0.2284039775
1678	0.2283817659
1679	0.2283254867
1680	0.2283050025
1681	0.2282915631
1682	0.2282452129
1683	0.2282214177
1684	0.2281621181
1685	0.228143463
1686	0.2281212405
1687	0.2280689614
1688	0.2280497947
1689	0.2279932462
1690	0.2279792801
1691	0.2279567122
1692	0.2279388325
1693	0.2279090929
1694	0.2278755813
1695	0.2278458355
1696	0.2278085494
1697	0.227784555
1698	0.2277611741
1699	0.2277402353
1700	0.2277062288
1701	0.2276829889
1702	0.2276742995
1703	0.227618715
1704	0.2275985643
1705	0.2275637679
1706	0.2275465466
1707	0.2275242826
1708	0.2275046641
1709	0.2274480631
1710	0.2274123916
1711	0.2273839052
1712	0.2273651523
1713	0.2273244746
1714	0.2272753954
1715	0.2272476558
1716	0.2272161763
1717	0.2271902529
1718	0.2271621331
1719	0.2271121719
1720	0.2270860072
1721	0.2270598788
1722	0.2270500028
1723	0.2270150205
1724	0.2269702121
1725	0.2269476626
1726	0.2269349305
1727	0.2269058718
1728	0.2268622219
1729	0.2268421451
1730	0.2267954496
1731	0.2267511631
1732	0.2267163718
1733	0.2266851916
1734	0.2266595365
1735	0.2266245988
1736	0.2265946329
1737	0.2265647423
1738	0.2265373515
1739	0.2265180471
1740	0.226495396
1741	0.226462334
1742	0.2264425606
1743	0.2264097702
1744	0.2263859007
1745	0.2263483263
1746	0.2263288345
1747	0.2262834889
1748	0.2262489054
1749	0.226219888
1750	0.226176594
1751	0.2261512543
1752	0.2261069984
1753	0.2260994953
1754	0.2260559248
1755	0.226021899
1756	0.2259916118
1757	0.2259349629
1758	0.2259051158
1759	0.2258786673
1760	0.225848971
1761	0.2258322176
1762	0.2258257889
1763	0.225792595
1764	0.2257737111
1765	0.2257454122
1766	0.2257262082
1767	0.2257163712
1768	0.2256738755
1769	0.2256559848
1770	0.2256296036
1771	0.2256022391
1772	0.2255548832
1773	0.2255322233
1774	0.2254660843
1775	0.2254425979
1776	0.2254139774
1777	0.2253887071
1778	0.2253676618
1779	0.2253467618
1780	0.2252881651
1781	0.2252692537
1782	0.2252419553
1783	0.2252321757
1784	0.225202384
1785	0.2251837219
1786	0.2251549063
1787	0.2251019055
1788	0.2250780169
1789	0.225044295
1790	0.2250296666
1791	0.2250255459
1792	0.2249829626
1793	0.2249545553
1794	0.2249201696
1795	0.2248782767
1796	0.2248348372
1797	0.2248100935
1798	0.2247770814
1799	0.2247534458
1800	0.2247369516
1801	0.2247167935
1802	0.2246498449
1803	0.2246270037
1804	0.2245778572
1805	0.2245448745
1806	0.2245352764
1807	0.2245084394
1808	0.2244970057
1809	0.224471347
1810	0.2244453134
1811	0.2244187991
1812	0.2244017094
1813	0.2243685958
1814	0.2243457409
1815	0.2243142451
1816	0.2242737561
1817	0.2242393419
1818	0.2241979875
1819	0.2241761348
1820	0.2241436001
1821	0.2241220121
1822	0.2241000901
1823	0.2240816964
1824	0.2240323742
1825	0.2240115556
1826	0.223960568
1827	0.2239489879
1828	0.2239099855
1829	0.2238838935
1830	0.2238200015
1831	0.2238006559
1832	0.2237737489
1833	0.2237589378
1834	0.2237212193
1835	0.2236987853
1836	0.2236702262
1837	0.223633835
1838	0.223622639
1839	0.2235761561
1840	0.2235679941
1841	0.2235394755
1842	0.2235103663
1843	0.2234903478
1844	0.2234774243
1845	0.2234314609
1846	0.2234114499
1847	0.2233888854
1848	0.2233669013
1849	0.2233488145
1850	0.2233375996
1851	0.2233155757
1852	0.2232979374
1853	0.2232560632
1854	0.2232385346
1855	0.2232233276
1856	0.2232036108
1857	0.2231893854
1858	0.2231811736
1859	0.2231589872
1860	0.2231444588
1861	0.2231008366
1862	0.223073528
1863	0.2230332195
1864	0.2230081659
1865	0.2229626841
1866	0.2229084261
1867	0.2228803674
1868	0.2228706741
1869	0.2228555079
1870	0.2228262758
1871	0.2228054289
1872	0.2227732335
1873	0.2227293221
1874	0.2227162301
1875	0.2226990233
1876	0.2226713958
1877	0.222626833
1878	0.2225980448
1879	0.2225762101
1880	0.2225395955
1881	0.2225112543
1882	0.2225025897
1883	0.2224818903
1884	0.2224686526
1885	0.2224226389
1886	0.2224008372
1887	0.2223869558
1888	0.2223735351
1889	0.2223240634
1890	0.2222956142
1891	0.2222779006
1892	0.2222371669
1893	0.2222237477
1894	0.222202275
1895	0.2221736836
1896	0.2221537675
1897	0.2221184694
1898	0.2220867893
1899	0.2220665388
1900	0.2220342904
1901	0.2220166199
1902	0.221992302
1903	0.2219764442
1904	0.2219524964
1905	0.2219214291
1906	0.2218934955
1907	0.2218280724
1908	0.221799422
1909	0.2217633937
1910	0.2217563045
1911	0.2217498343
1912	0.2217034455
1913	0.2216786372
1914	0.221634551
1915	0.2215908581
1916	0.2215479042
1917	0.2214995042
1918	0.2214788313
1919	0.2214373202
1920	0.2214199641
1921	0.2213964288
1922	0.2213534101
1923	0.2213058038
1924	0.2212927802
1925	0.2212717624
1926	0.2212345692
1927	0.2212065405
1928	0.2211959492
1929	0.2211727692
1930	0.2211298611
1931	0.2211039997
1932	0.2210909105
1933	0.2210638469
1934	0.2210515299
1935	0.22101126
1936	0.220968296
1937	0.220941299
1938	0.2209274177
1939	0.2209199005
1940	0.2208927053
1941	0.2208876413
1942	0.2208444087
1943	0.2208252106
1944	0.220812374
1945	0.2208044681
1946	0.2207837897
1947	0.2207727756
1948	0.2207523185
1949	0.2207316398
1950	0.2207239722
1951	0.2207192001
1952	0.2206923983
1953	0.2206534492
1954	0.2206190317
1955	0.2205884226
1956	0.2205792414
1957	0.2205534289
1958	0.2205016859
1959	0.2204825806
1960	0.2204634678
1961	0.2204502827
1962	0.2204254379
1963	0.2203987703
1964	0.2203861098
1965	0.220368423
1966	0.220337435
1967	0.220301331
1968	0.2202720739
1969	0.2202348774
1970	0.2201966156
1971	0.2201631281
1972	0.2201039166
1973	0.2200848802
1974	0.2200593622
1975	0.2200394885
1976	0.2200267179
1977	0.2200204725
1978	0.2199817418
1979	0.2199395536
1980	0.2198985155
1981	0.2198722399
1982	0.2198554346
1983	0.2198238262
1984	0.2197826112
1985	0.2197488733
1986	0.2197247048
1987	0.2196916506
1988	0.219665099
1989	0.2196325598
1990	0.2196100008
1991	0.2195851232
1992	0.2195655992
1993	0.2195448798
1994	0.2195039955
1995	0.2194861326
1996	0.2194676585
1997	0.219431949
1998	0.219399354
1999	0.2193922316
2000	0.2193730662
2001	0.2193559923
2002	0.2193340896
2003	0.219303206
2004	0.2192903569
2005	0.2192665688
2006	0.2192427582
2007	0.219235699
2008	0.2192199045
2009	0.2192009877
2010	0.2191881599
2011	0.2191478979
2012	0.2191245447
2013	0.2190943333
2014	0.2190616292
2015	0.2190225424
2016	0.2189927813
2017	0.2189597657
2018	0.2189471918
2019	0.2189075657
2020	0.2188954211
2021	0.2188676701
2022	0.2188639113
2023	0.2188328774
2024	0.2188087084
2025	0.218757503
2026	0.2187190356
2027	0.2187040435
2028	0.218677695
2029	0.2186460501
2030	0.2186081098
2031	0.2185745955
2032	0.2185464339
2033	0.218519137
2034	0.2185121482
2035	0.2184740829
2036	0.2184679914
2037	0.2184449866
2038	0.2184074804
2039	0.2183885518
2040	0.2183731858
2041	0.2183345925
2042	0.2183002306
2043	0.2182456644
2044	0.2182058003
2045	0.2181730377
2046	0.2181612422
2047	0.2181320963
2048	0.2181151502
2049	0.2180644196
2050	0.218053879
2051	0.2180261091
2052	0.2179962027
2053	0.2179784048
2054	0.2179632741
2055	0.2179329636
2056	0.2178959851
2057	0.2178665585
2058	0.2178394993
2059	0.2178233708
2060	0.2177984691
2061	0.2177908931
2062	0.2177629299
2063	0.2177445607
2064	0.2177205138
2065	0.2177023709
2066	0.2176735336
2067	0.2176531875
2068	0.217630952
2069	0.2176241111
2070	0.2175899572
2071	0.2175532681
2072	0.2175314486
2073	0.2175017026
2074	0.2174797736
2075	0.2174684769
2076	0.2174178802
2077	0.2174033698
2078	0.2173708929
2079	0.2173551608
2080	0.2173257887
2081	0.217280917
2082	0.2172449372
2083	0.2172002661
2084	0.2171886322
2085	0.2171572241
2086	0.2171397783
2087	0.2171083525
2088	0.2170866345
2089	0.2170448333
2090	0.2170174808
2091	0.2169926274
2092	0.216966322
2093	0.2169474565
2094	0.2168970577
2095	0.2168557607
2096	0.2168490284
2097	0.2168099661
2098	0.2167814962
2099	0.2167742708
2100	0.2167456778
2101	0.216727561
2102	0.2167089395
2103	0.216701855
2104	0.2166654283
2105	0.2166311486
2106	0.2166247807
2107	0.2166027546
2108	0.2165846483
2109	0.216566292
2110	0.2165545767
2111	0.216504615
2112	0.2164867127
2113	0.2164730138
2114	0.2164474787
2115	0.2164233969
2116	0.2164055996
2117	0.2163461681
2118	0.2163204647
2119	0.2163025438
2120	0.2162790989
2121	0.2162511521
2122	0.2162234339
2123	0.2162073534
2124	0.216196317
2125	0.216185118
2126	0.2161792277
2127	0.2161572339
2128	0.2161297623
2129	0.2161238067
2130	0.216117312
2131	0.2160919844
2132	0.2160671871
2133	0.2160389498
2134	0.2160040281
2135	0.2159675693
2136	0.2159249599
2137	0.2158891774
2138	0.215860066
2139	0.215836119
2140	0.2158008105
2141	0.215770192
2142	0.2157614909
2143	0.215736633
2144	0.2157115112
2145	0.2156801056
2146	0.2156546537
2147	0.2156313214
2148	0.2156087725
2149	0.2155855634
2150	0.2155591367
2151	0.2155259529
2152	0.2154961738
2153	0.2154606178
2154	0.2154469817
2155	0.2154185199
2156	0.215395648
2157	0.2153882896
2158	0.2153695576
2159	0.215334737
2160	0.215288073
2161	0.215269113
2162	0.2152534507
2163	0.2152303078
2164	0.2152119869
2165	0.215162941
2166	0.2151459648
2167	0.2151284464
2168	0.2150901482
2169	0.2150657531
2170	0.2150479346
2171	0.2150420658
2172	0.2150198908
2173	0.2149829877
2174	0.2149487177
2175	0.2149074307
2176	0.214875316
2177	0.2148619432
2178	0.2148161518
2179	0.2147692966
2180	0.214732611
2181	0.2147173229
2182	0.2146830116
2183	0.2146514228
2184	0.2146296398
2185	0.2146115512
2186	0.2145841234
2187	0.2145766513
2188	0.2145557203
2189	0.214540572
2190	0.2145030867
2191	0.2144763125
2192	0.2144601613
2193	0.2144444979
2194	0.2143918921
2195	0.2143476935
2196	0.2143277874
2197	0.2143218698
2198	0.2142709094
2199	0.214239711
2200	0.2142324072
2201	0.2142149964
2202	0.2141883959
2203	0.2141574538
2204	0.2141315641
2205	0.2140749842
2206	0.2140538025
2207	0.2140054681
2208	0.2139768566
2209	0.2139596616
2210	0.2139285926
2211	0.213905581
2212	0.213871754
2213	0.2138275242
2214	0.213783594
2215	0.2137602517
2216	0.2137293487
2217	0.2137151642
2218	0.2136844302
2219	0.2136638363
2220	0.2136231237
2221	0.2135954629
2222	0.2135879994
2223	0.2135500247
2224	0.2135370182
2225	0.2134936793
2226	0.2134711099
2227	0.2134536298
2228	0.2134474529
2229	0.2134163607
2230	0.2133780853
2231	0.2133520633
2232	0.213317979
2233	0.2133035732
2234	0.2132524735
2235	0.2132411927
2236	0.2132153374
2237	0.2131813644
2238	0.2131643508
2239	0.2131419431
2240	0.2131199652
2241	0.2130771098
2242	0.2130601951
2243	0.2130533068
2244	0.2130111976
2245	0.2129962335
2246	0.2129691468
2247	0.2129264383
2248	0.2128897998
2249	0.2128622168
2250	0.2128053191
2251	0.2127784437
2252	0.2127566472
2253	0.2127219114
2254	0.212678982
2255	0.212657446
2256	0.212641119
2257	0.2126049824
2258	0.2125695323
2259	0.2125528749
2260	0.2125279009
2261	0.2125140153
2262	0.212466846
2263	0.2124366174
2264	0.2123955832
2265	0.2123551982
2266	0.2123101336
2267	0.2122799451
2268	0.2122615182
2269	0.2122216486
2270	0.2121971809
2271	0.2121754212
2272	0.2121532809
2273	0.2121141158
2274	0.2120819303
2275	0.2120762109
2276	0.2120504208
2277	0.2120261667
2278	0.2119742689
2279	0.2119411515
2280	0.2119240216
2281	0.211905812
2282	0.2118665229
2283	0.2118461198
2284	0.2118106736
2285	0.2117702641
2286	0.2117499749
2287	0.2117314522
2288	0.2116849282
2289	0.2116739297
2290	0.2116351428
2291	0.211598054
2292	0.2115818788
2293	0.2115462213
2294	0.2115181329
2295	0.2114929333
2296	0.2114564264
2297	0.2114308246
2298	0.211393228
2299	0.2113699921
2300	0.2113124478
2301	0.2112936561
2302	0.2112566806
2303	0.2112219047
2304	0.2111980133
2305	0.2111760965
2306	0.211160182
2307	0.2111247936
2308	0.2110878442
2309	0.2110560317
2310	0.2110218046
2311	0.2109860348
2312	0.2109572883
2313	0.2109153485
2314	0.2108943442
2315	0.2108598421
2316	0.2108435847
2317	0.210828962
2318	0.2107930014
2319	0.2107573322
2320	0.2107161113
2321	0.2106762015
2322	0.2106486149
2323	0.2106301814
2324	0.2106201515
2325	0.2105836336
2326	0.210539517
2327	0.2105015038
2328	0.2104513476
2329	0.2104341227
2330	0.2104055723
2331	0.2103925088
2332	0.210368583
2333	0.2103478344
2334	0.2103183506
2335	0.2102948575
2336	0.2102390775
2337	0.2102012016
2338	0.2101836931
2339	0.210160405
2340	0.2101220884
2341	0.2101148405
2342	0.2100916649
2343	0.2100668181
2344	0.210045828
2345	0.2100020728
2346	0.2099629802
2347	0.2099351579
2348	0.2099221211
2349	0.2099149559
2350	0.2098823106
2351	0.2098593993
2352	0.2098261404
2353	0.2097977987
2354	0.209763617
2355	0.2097448227
2356	0.2097250333
2357	0.2096804024
2358	0.2096649163
2359	0.2096194775
2360	0.2095714339
2361	0.2095502346
2362	0.2095297597
2363	0.2095070206
2364	0.2094777562
2365	0.2094558785
2366	0.2094495203
2367	0.2094263313
2368	0.2093965927
2369	0.2093770665
2370	0.2093543636
2371	0.2093298256
2372	0.2093021864
2373	0.2092761497
2374	0.2092539753
2375	0.209209942
2376	0.2091715052
2377	0.2091531081
2378	0.2091221858
2379	0.209092613
2380	0.2090465503
2381	0.2090018309
2382	0.2089855947
2383	0.2089624131
2384	0.2089182241
2385	0.2088687363
2386	0.2088372604
2387	0.2088207847
2388	0.2088045414
2389	0.2087945992
2390	0.2087722571
2391	0.2087602843
2392	0.2087320799
2393	0.2087121121
2394	0.2086926888
2395	0.2086616826
2396	0.2086293447
2397	0.2086150913
2398	0.2085881221
2399	0.2085623586
2400	0.2085371299
2401	0.2085208744
2402	0.208499354
2403	0.2084653413
2404	0.2084444907
2405	0.2084119665
2406	0.208389312
2407	0.2083752611
2408	0.2083434475
2409	0.2083233827
2410	0.2082951062
2411	0.2082517649
2412	0.208216154
2413	0.2081957098
2414	0.2081742174
2415	0.2081441028
2416	0.2081254177
2417	0.2081097989
2418	0.20810496
2419	0.2080926033
2420	0.2080457902
2421	0.208033592
2422	0.2080115951
2423	0.2079876143
2424	0.2079579861
2425	0.2079374132
2426	0.2079254784
2427	0.2078983629
2428	0.2078789132
2429	0.2078468645
2430	0.2078271182
2431	0.2078145602
2432	0.2077766695
2433	0.2077634289
2434	0.2077480956
2435	0.2077410149
2436	0.2077219875
2437	0.2077149852
2438	0.2076835334
2439	0.2076613361
2440	0.207606343
2441	0.2075847081
2442	0.2075637052
2443	0.2075393716
2444	0.2075161063
2445	0.207498978
2446	0.2074657591
2447	0.2074405253
2448	0.207416942
2449	0.207404248
2450	0.207377381
2451	0.2073470899
2452	0.2073282682
2453	0.2072735921
2454	0.2072438065
2455	0.2072337368
2456	0.2072060325
2457	0.2071863363
2458	0.2071640884
2459	0.2071235439
2460	0.2070700925
2461	0.2070430761
2462	0.2070181825
2463	0.2069960808
2464	0.2069746517
2465	0.2069642114
2466	0.2069448185
2467	0.2069238703
2468	0.2069033073
2469	0.2068921169
2470	0.2068770801
2471	0.2068201027
2472	0.2067676774
2473	0.206730371
2474	0.206687678
2475	0.2066686459
2476	0.2066498582
2477	0.2066158897
2478	0.2065895386
2479	0.2065692971
2480	0.2065540596
2481	0.2065329742
2482	0.2065095248
2483	0.2064871066
2484	0.2064649036
2485	0.2064369871
2486	0.2064193961
2487	0.2064066803
2488	0.2063827364
2489	0.2063725028
2490	0.2063198341
2491	0.206296309
2492	0.2062862127
2493	0.2062547808
2494	0.206209147
2495	0.2061882359
2496	0.2061789336
2497	0.2061590962
2498	0.2061317906
2499	0.2061112358
2500	0.2061018108
2501	0.2060705699
2502	0.2060556846
2503	0.2060435223
2504	0.2060366624
2505	0.2059854009
2506	0.2059642263
2507	0.2059390074
2508	0.2059195235
2509	0.2059003167
2510	0.2058877802
2511	0.2058642084
2512	0.2058463061
2513	0.2058264899
2514	0.2058146179
2515	0.2057928147
2516	0.2057757661
2517	0.2057628945
2518	0.205734359
2519	0.2057180441
2520	0.2056996341
2521	0.2056781652
2522	0.2056307608
2523	0.2055972603
2524	0.2055507912
2525	0.2055364372
2526	0.2055104134
2527	0.2054835442
2528	0.2054572026
2529	0.2054060408
2530	0.2053871934
2531	0.20536821
2532	0.2053590169
2533	0.2053364827
2534	0.205303727
2535	0.205294687
2536	0.2052675153
2537	0.2052248597
2538	0.2052164016
2539	0.2051733023
2540	0.205162207
2541	0.2051377996
2542	0.2051307607
2543	0.2051145241
2544	0.2050963497
2545	0.2050711737
2546	0.2050559763
2547	0.2050372958
2548	0.2050282215
2549	0.2050080831
2550	0.2049872424
2551	0.2049715372
2552	0.2049528824
2553	0.2049338544
2554	0.2049071193
2555	0.2048926605
2556	0.2048631602
2557	0.2048310285
2558	0.2048216956
2559	0.2048026589
2560	0.2047926882
2561	0.2047800949
2562	0.2047692131
2563	0.2047457084
2564	0.204741841
2565	0.2046975289
2566	0.2046713621
2567	0.2046416676
2568	0.2046354559
2569	0.2046262655
2570	0.2046155143
2571	0.2045960839
2572	0.2045813231
2573	0.2045496725
2574	0.2045280876
2575	0.2045115102
2576	0.2044663866
2577	0.2044513989
2578	0.2044117351
2579	0.2043896967
2580	0.2043653212
2581	0.2043437749
2582	0.2043365162
2583	0.2043118109
2584	0.204295646
2585	0.204253165
2586	0.2042291771
2587	0.2042039744
2588	0.2041972666
2589	0.2041855095
2590	0.204145333
2591	0.2041251473
2592	0.2041094916
2593	0.2040792171
2594	0.2040527677
2595	0.2040229102
2596	0.2039919931
2597	0.203941151
2598	0.2039201523
2599	0.2038901417
2600	0.2038478064
2601	0.2038197122
2602	0.2037904905
2603	0.2037779353
2604	0.2037520202
2605	0.2037209672
2606	0.2036997433
2607	0.2036508293
2608	0.2036201852
2609	0.2035810784
2610	0.2035402346
2611	0.2035106654
2612	0.2034938514
2613	0.2034738946
2614	0.203466962
2615	0.203454855
2616	0.20344319
2617	0.2034222887
2618	0.2034127961
2619	0.2033986732
2620	0.2033441103
2621	0.2032996432
2622	0.2032567842
2623	0.203250312
2624	0.2032159688
2625	0.2031961343
2626	0.2031796234
2627	0.2031637484
2628	0.2031345435
2629	0.203102457
2630	0.2030864386
2631	0.203056676
2632	0.2030093078
2633	0.2029907461
2634	0.2029618063
2635	0.2029254633
2636	0.2028926211
2637	0.2028765274
2638	0.2028570092
2639	0.2028249607
2640	0.2028104305
2641	0.2027941072
2642	0.2027760542
2643	0.2027599859
2644	0.2027474725
2645	0.2027365166
2646	0.202717042
2647	0.202706814
2648	0.2026914281
2649	0.2026676493
2650	0.2026554269
2651	0.202600799
2652	0.2025846657
2653	0.2025540485
2654	0.2025274358
2655	0.2025171329
2656	0.2024882866
2657	0.2024664178
2658	0.2024249592
2659	0.2023983894
2660	0.2023596386
2661	0.2023176798
2662	0.2022767273
2663	0.2022491203
2664	0.2022314883
2665	0.2021832786
2666	0.2021656014
2667	0.2021221869
2668	0.2020903443
2669	0.2020369529
2670	0.2020199865
2671	0.2020035421
2672	0.201985361
2673	0.2019543897
2674	0.2019425099
2675	0.2019325008
2676	0.2019144455
2677	0.2018954281
2678	0.2018754208
2679	0.2018558212
2680	0.2018420746
2681	0.2018332896
2682	0.2017925537
2683	0.2017731969
2684	0.2017356541
2685	0.201719582
2686	0.2017061574
2687	0.2016956788
2688	0.2016619231
2689	0.2016341507
2690	0.201593674
2691	0.2015686687
2692	0.2015566551
2693	0.2015161731
2694	0.2014796707
2695	0.2014499466
2696	0.201432745
2697	0.2014226577
2698	0.2014050177
2699	0.2013959481
2700	0.2013802936
2701	0.2013607846
2702	0.201309629
2703	0.2012898061
2704	0.2012476814
2705	0.2012387074
2706	0.2011964078
2707	0.2011805147
2708	0.2011613144
2709	0.2011531244
2710	0.2011075312
2711	0.2010795431
2712	0.2010720742
2713	0.2010565079
2714	0.201015005
2715	0.2010051609
2716	0.2009728926
2717	0.2009571555
2718	0.2009322095
2719	0.2009111514
2720	0.2009007615
2721	0.2008772796
2722	0.2008415327
2723	0.2007975386
2724	0.2007756298
2725	0.2007600134
2726	0.2007403065
2727	0.2007144356
2728	0.200673744
2729	0.2006521717
2730	0.2006432906
2731	0.2006287019
2732	0.2006154702
2733	0.2006048985
2734	0.2005655278
2735	0.200545761
2736	0.2005187076
2737	0.2005080254
2738	0.2004949388
2739	0.200480958
2740	0.2004700787
2741	0.2004347209
2742	0.2003875352
2743	0.2003580653
2744	0.2003401341
2745	0.2003209906
2746	0.2003122397
2747	0.2002928099
2748	0.2002743446
2749	0.2002380213
2750	0.200224874
2751	0.2002089112
2752	0.2001780275
2753	0.2001604531
2754	0.2001463736
2755	0.2001041067
2756	0.2000911791
2757	0.2000632277
2758	0.20004771
2759	0.2000057686
2760	0.1999708921
2761	0.1999432591
2762	0.1999221185
2763	0.1999104006
2764	0.1998986405
2765	0.1998785886
2766	0.1998680074
2767	0.199860077
2768	0.1998483323
2769	0.1998353527
2770	0.1998267471
2771	0.1997748237
2772	0.1997451097
2773	0.1997298412
2774	0.1997151005
2775	0.1997007111
2776	0.1996808019
2777	0.1996602421
2778	0.1996512533
2779	0.1996368365
2780	0.1996112517
2781	0.1996049429
2782	0.1995893103
2783	0.1995759712
2784	0.1995342325
2785	0.1995022318
2786	0.1994939984
2787	0.1994594
2788	0.1994404975
2789	0.1994328673
2790	0.1994140301
2791	0.1993837996
2792	0.1993754108
2793	0.1993592901
2794	0.1993497157
2795	0.1993356789
2796	0.199296116
2797	0.1992880176
2798	0.1992743156
2799	0.1992325212
2800	0.1992209712
2801	0.1991921552
2802	0.1991598672
2803	0.1991291643
2804	0.1990856607
2805	0.199077956
2806	0.1990593017
2807	0.1990464624
2808	0.1990272692
2809	0.1990190735
2810	0.1990154586
2811	0.1989695866
2812	0.198948594
2813	0.1989387801
2814	0.1989152482
2815	0.1988888445
2816	0.1988765825
2817	0.1988354244
2818	0.1988323835
2819	0.1988153942
2820	0.1987973555
2821	0.1987642795
2822	0.1987543272
2823	0.1987395827
2824	0.198720904
2825	0.1986922418
2826	0.1986831133
2827	0.1986697913
2828	0.1986415648
2829	0.1986290781
2830	0.1985998861
2831	0.1985587285
2832	0.1985498567
2833	0.1985127941
2834	0.1984921161
2835	0.1984754632
2836	0.1984547499
2837	0.1984327792
2838	0.1984160251
2839	0.1983760013
2840	0.1983447808
2841	0.1983132612
2842	0.1983107791
2843	0.1982848693
2844	0.1982628951
2845	0.1982479068
2846	0.1982279672
2847	0.198189563
2848	0.198181938
2849	0.1981598597
2850	0.1981431657
2851	0.1981044889
2852	0.1980663852
2853	0.1980606881
2854	0.1980431105
2855	0.1980195868
2856	0.1979965462
2857	0.1979885442
2858	0.197980454
2859	0.1979604707
2860	0.197952538
2861	0.1979438792
2862	0.1979207326
2863	0.1978925346
2864	0.1978860018
2865	0.1978735489
2866	0.1978571839
2867	0.1978440012
2868	0.1978131476
2869	0.1978013141
2870	0.1977832586
2871	0.1977597441
2872	0.1977416505
2873	0.1977325826
2874	0.1976847069
2875	0.1976539641
2876	0.1976426631
2877	0.1976301708
2878	0.197608747
2879	0.1975810192
2880	0.1975559243
2881	0.1975368075
2882	0.1974988904
2883	0.1974865333
2884	0.1974750104
2885	0.1974671505
2886	0.1974542196
2887	0.1974395614
2888	0.1974315913
2889	0.1974038878
2890	0.1973965032
2891	0.1973772869
2892	0.1973647353
2893	0.1973525217
2894	0.19734906
2895	0.1973078724
2896	0.1972876658
2897	0.1972669477
2898	0.1972558809
2899	0.1972437998
2900	0.1972306266
2901	0.1972060587
2902	0.1971922776
2903	0.1971726689
2904	0.1971561056
2905	0.1971447686
2906	0.197135601
2907	0.1971145298
2908	0.1970643355
2909	0.1970267565
2910	0.1970166318
2911	0.1969802405
2912	0.1969590057
2913	0.1969405056
2914	0.1969285666
2915	0.1969028221
2916	0.1968970674
2917	0.1968894987
2918	0.196882618
2919	0.1968580708
2920	0.1968278109
2921	0.1968096805
2922	0.1967795551
2923	0.1967600762
2924	0.1967503252
2925	0.1967448724
2926	0.1967316886
2927	0.1967151595
