iter	RMSE
757	0.2581785761
758	0.2581556888
759	0.2581174617
760	0.2580608886
761	0.258019493
762	0.2579821906
763	0.2579562728
764	0.2579143668
765	0.2578950504
766	0.2578500146
767	0.2577826989
768	0.2577344097
769	0.2577018212
770	0.2576764286
771	0.2576426768
772	0.2575889495
773	0.2575514275
774	0.2575194125
775	0.2574961306
776	0.2574401571
777	0.2574013196
778	0.2573427669
779	0.2572981918
780	0.2572642715
781	0.2572123265
782	0.2571573666
783	0.2571337895
784	0.2570626598
785	0.2570053213
786	0.2569515086
787	0.2569073888
788	0.2568560756
789	0.2568183246
790	0.2567451712
791	0.2566949191
792	0.256676102
793	0.2566407219
794	0.2566059272
795	0.2565561583
796	0.2565106946
797	0.2564599782
798	0.2564192075
799	0.2563787345
800	0.2563064466
801	0.2562528207
802	0.2562230338
803	0.2561930542
804	0.2561715385
805	0.256129715
806	0.2561002685
807	0.2560717805
808	0.2560349558
809	0.2559891589
810	0.2559655742
811	0.2558956099
812	0.2558550304
813	0.2557926466
814	0.2557683609
815	0.2557669249
816	0.2557332685
817	0.2557068028
818	0.2556566602
819	0.2556318564
820	0.2555790646
821	0.255551914
822	0.2555199371
823	0.2555112247
824	0.2554931249
825	0.2554562659
826	0.2554159037
827	0.2553912948
828	0.2553598037
829	0.2553335011
830	0.2552947014
831	0.2552548816
832	0.2552242121
833	0.2551662071
834	0.2551159347
835	0.2550719885
836	0.2550474933
837	0.2550082171
838	0.2549904934
839	0.254964872
840	0.2549059774
841	0.254864007
842	0.2548405646
843	0.2548036031
844	0.2547659134
845	0.2547232904
846	0.2546526285
847	0.2546018974
848	0.2545607777
849	0.2545038423
850	0.2544562084
851	0.2544256101
852	0.2544050332
853	0.2543637174
854	0.2543195383
855	0.2542989803
856	0.254260887
857	0.2542314181
858	0.2541908582
859	0.2541417515
860	0.2541255109
861	0.2540879232
862	0.2540481163
863	0.2539961233
864	0.2539278237
865	0.2538745789
866	0.2538138855
867	0.2537822437
868	0.2537382021
869	0.2536985571
870	0.2536560847
871	0.2536173026
872	0.2535855506
873	0.2535393924
874	0.2535024831
875	0.253475157
876	0.2534151998
877	0.2533587078
878	0.2533156331
879	0.2532771737
880	0.2532299612
881	0.253193519
882	0.2531588129
883	0.2531085512
884	0.2530939694
885	0.2530569207
886	0.253003524
887	0.2529838424
888	0.2529327745
889	0.2529145178
890	0.2528714595
891	0.2528188652
892	0.2527927154
893	0.2527413518
894	0.2527258369
895	0.2527031087
896	0.2526587106
897	0.2526139764
898	0.2525954002
899	0.252547471
900	0.2524980881
901	0.2524772636
902	0.2524275616
903	0.2523917389
904	0.2523617252
905	0.2523264947
906	0.2523099012
907	0.2522575055
908	0.2522161306
909	0.2521927759
910	0.2521600338
911	0.2521125734
912	0.2520942357
913	0.2520437408
914	0.2519999918
915	0.2519612813
916	0.2519231693
917	0.2518908639
918	0.2518437542
919	0.251808532
920	0.2517528001
921	0.2517236291
922	0.2516732649
923	0.2516292706
924	0.2515904576
925	0.2515698241
926	0.2515165829
927	0.2514657766
928	0.2514400462
929	0.2513886197
930	0.2513368215
931	0.2513111128
932	0.2512720091
933	0.2512245641
934	0.2511823879
935	0.2511381348
936	0.251096833
937	0.2510667491
938	0.2510255341
939	0.2509842344
940	0.250960866
941	0.250893169
942	0.2508436586
943	0.2508174897
944	0.2507734387
945	0.25072788
946	0.2506877842
947	0.2506612083
948	0.2506310268
949	0.2505826971
950	0.250549522
951	0.2505072877
952	0.2504861377
953	0.2504435639
954	0.2504176544
955	0.250370866
956	0.2503254153
957	0.2502686816
958	0.250247293
959	0.2502296242
960	0.2501814023
961	0.2501430596
962	0.2501117119
963	0.2500760849
964	0.250051742
965	0.2500155355
966	0.2500011644
967	0.2499546053
968	0.2499057103
969	0.2498698529
970	0.2498498598
971	0.2498077303
972	0.2497666242
973	0.2497380762
974	0.2496957844
975	0.2496657086
976	0.2496375665
977	0.2496219289
978	0.2495755186
979	0.2495571908
980	0.2495082026
981	0.2494684379
982	0.2494260978
983	0.2493840821
984	0.2493628661
985	0.2493186418
986	0.2492804956
987	0.2492530044
988	0.2492132983
989	0.2491747369
990	0.2491446934
991	0.2491105709
992	0.2490790701
993	0.2490631962
994	0.2490462118
995	0.2490002431
996	0.2489696117
997	0.2489221333
998	0.2488983144
999	0.2488624443
1000	0.2488188372
1001	0.2487715706
1002	0.2487418647
1003	0.2487210907
1004	0.2486863662
1005	0.2486521188
1006	0.2486161071
1007	0.2485870783
1008	0.2485406339
1009	0.2485063561
1010	0.248461178
1011	0.248428225
1012	0.2484031416
1013	0.248370664
1014	0.2483443728
1015	0.2483083109
1016	0.2482811715
1017	0.2482628004
1018	0.2482387768
1019	0.2481963068
1020	0.2481550773
1021	0.2481091037
1022	0.2480843685
1023	0.2480450755
1024	0.2480101431
1025	0.2479894829
1026	0.2479568809
1027	0.2479135349
1028	0.2478885115
1029	0.2478705866
1030	0.2478331576
1031	0.247809312
1032	0.2477927913
1033	0.2477500054
1034	0.2477248929
1035	0.2476826673
1036	0.2476498754
1037	0.2476082692
1038	0.2475879138
1039	0.2475634
1040	0.2475330763
1041	0.2475137304
1042	0.2474882121
1043	0.2474629322
1044	0.2474344464
1045	0.247406767
1046	0.24739194
1047	0.2473748192
1048	0.2473458997
1049	0.2473053705
1050	0.2472828817
1051	0.2472572588
1052	0.2472423967
1053	0.2472012879
1054	0.2471761743
1055	0.2471575156
1056	0.2471426326
1057	0.2471242237
1058	0.247068603
1059	0.2470285707
1060	0.2470019687
1061	0.2469818188
1062	0.2469529175
1063	0.2469347946
1064	0.2469059398
1065	0.2468560729
1066	0.2468315563
1067	0.2468224455
1068	0.2467837848
1069	0.2467497429
1070	0.2467212058
1071	0.2466811511
1072	0.2466527558
1073	0.2466265031
1074	0.246598327
1075	0.2465699223
1076	0.2465302767
1077	0.2465081269
1078	0.2464693643
1079	0.246445329
1080	0.2464070576
1081	0.246383566
1082	0.2463348647
1083	0.246290857
1084	0.2462710525
1085	0.2462532698
1086	0.2462311076
1087	0.2461948506
1088	0.2461677946
1089	0.2461536439
1090	0.2461277604
1091	0.2460982
1092	0.246072572
1093	0.246033529
1094	0.246017515
1095	0.2459901646
1096	0.2459683586
1097	0.2459579718
1098	0.2459237226
1099	0.2459058076
1100	0.2458652784
1101	0.2458387977
1102	0.2458007242
1103	0.2457827332
1104	0.2457631074
1105	0.2457256078
1106	0.2456883882
1107	0.2456610351
1108	0.2456378632
1109	0.2456109601
1110	0.2456022722
1111	0.2455812424
1112	0.245558868
1113	0.2454990389
1114	0.245476429
1115	0.2454398539
1116	0.2454188554
1117	0.2453692913
1118	0.2453351425
1119	0.2453112225
1120	0.2452904937
1121	0.2452763474
1122	0.2452476767
1123	0.2452118805
1124	0.2451782384
1125	0.2451487659
1126	0.2451318661
1127	0.2451101588
1128	0.2450806894
1129	0.2450626736
1130	0.2450322646
1131	0.2450065814
1132	0.2449716747
1133	0.2449573962
1134	0.2449356679
1135	0.2448977434
1136	0.2448677868
1137	0.2448182329
1138	0.2447813986
1139	0.244759642
1140	0.2446901509
1141	0.2446650136
1142	0.2446383009
1143	0.244615729
1144	0.244602239
1145	0.244585004
1146	0.2445638834
1147	0.2445275949
1148	0.2444949193
1149	0.2444467612
1150	0.2444192271
1151	0.2443997964
1152	0.2443677081
1153	0.2443082087
1154	0.244277073
1155	0.2442309627
1156	0.2442155859
1157	0.2441802482
1158	0.244147277
1159	0.2441293436
1160	0.244101496
1161	0.2440852269
1162	0.2440372286
1163	0.2440190249
1164	0.2439872995
1165	0.2439667806
1166	0.2439308799
1167	0.243896323
1168	0.2438537006
1169	0.2438078075
1170	0.2437779246
1171	0.2437498005
1172	0.2437308211
1173	0.2437060973
1174	0.243661314
1175	0.2436148956
1176	0.2435973323
1177	0.2435832628
1178	0.2435671511
1179	0.2435208163
1180	0.2434725272
1181	0.2434464775
1182	0.2434057135
1183	0.2433747546
1184	0.2433548449
1185	0.2433072467
1186	0.2432982041
1187	0.2432517707
1188	0.2432092915
1189	0.2431814054
1190	0.2431463819
1191	0.2431272115
1192	0.2431061602
1193	0.2430866973
1194	0.2430709138
1195	0.2430536008
1196	0.243014862
1197	0.2429821853
1198	0.2429361185
1199	0.2429162398
1200	0.2428704861
1201	0.2428507614
1202	0.2428231296
1203	0.2427884972
1204	0.242782799
1205	0.2427584651
1206	0.242739889
1207	0.2427260064
1208	0.2426763799
1209	0.2426426073
1210	0.2426106687
1211	0.2425768911
1212	0.24255697
1213	0.2425230547
1214	0.2424909273
1215	0.2424495865
1216	0.2424092739
1217	0.2423747245
1218	0.2423417935
1219	0.2423279902
1220	0.2422987362
1221	0.2422684744
1222	0.2422503244
1223	0.2422211039
1224	0.2421638731
1225	0.2421449023
1226	0.2421104788
1227	0.2420770029
1228	0.2420301958
1229	0.2419903835
1230	0.241962373
1231	0.2419517274
1232	0.2419125062
1233	0.2418851513
1234	0.2418447495
1235	0.2418001413
1236	0.2417852046
1237	0.2417611549
1238	0.2417179607
1239	0.2416782539
1240	0.2416406684
1241	0.2415933477
1242	0.2415543189
1243	0.2415143455
1244	0.2414905292
1245	0.2414239055
1246	0.2414104605
1247	0.2413940455
1248	0.2413641513
1249	0.2413390965
1250	0.2413076907
1251	0.2412763257
1252	0.2412484626
1253	0.2412039629
1254	0.2411909757
1255	0.2411516433
1256	0.2411389013
1257	0.2411153911
1258	0.2410765808
1259	0.2410216406
1260	0.2410058599
1261	0.240962144
1262	0.2409167663
1263	0.2408836144
1264	0.2408469491
1265	0.240826475
1266	0.2408148004
1267	0.2407841104
1268	0.2407413266
1269	0.2407080176
1270	0.2406967377
1271	0.2406772687
1272	0.2406513365
1273	0.240619718
1274	0.2405927719
1275	0.2405594702
1276	0.2405209804
1277	0.2404764672
1278	0.2404441969
1279	0.2404052362
1280	0.2403614097
1281	0.2403347294
1282	0.2403268851
1283	0.2402846536
1284	0.2402534991
1285	0.2402393754
1286	0.2402079461
1287	0.2401963715
1288	0.2401653339
1289	0.2401269352
1290	0.2400949382
1291	0.2400570677
1292	0.2400466021
1293	0.2400163159
1294	0.2399634801
1295	0.2399327937
1296	0.2399183034
1297	0.2398813053
1298	0.2398382492
1299	0.2398036237
1300	0.2397636551
1301	0.2397215171
1302	0.2396925525
1303	0.2396635438
1304	0.2396385388
1305	0.2396118444
1306	0.239565593
1307	0.2395337873
1308	0.2395028717
1309	0.2394610147
1310	0.2394237172
1311	0.2393593749
1312	0.2393181901
1313	0.2392899762
1314	0.2392524794
1315	0.2392222864
1316	0.2391918047
1317	0.2391548817
1318	0.2391437527
1319	0.2391146983
1320	0.2390889881
1321	0.2390498957
1322	0.2390088698
1323	0.2390038082
1324	0.2389758408
1325	0.2389393315
1326	0.2389212162
1327	0.2389006728
1328	0.2388646146
1329	0.2388479931
1330	0.2388210165
1331	0.2387943808
1332	0.2387818882
1333	0.2387507516
1334	0.2387087012
1335	0.2386696525
1336	0.2386249049
1337	0.2385993938
1338	0.2385724344
1339	0.2385341497
1340	0.2384960093
1341	0.2384645646
1342	0.238431416
1343	0.238418725
1344	0.2383922842
1345	0.2383521737
1346	0.2383162114
1347	0.2382807557
1348	0.2382619898
1349	0.2382308754
1350	0.238183815
1351	0.2381651699
1352	0.2381602173
1353	0.2381302365
1354	0.2380864415
1355	0.2380622776
1356	0.2380345947
1357	0.2380106522
1358	0.2379913283
1359	0.2379287802
1360	0.2379130662
1361	0.2379057198
1362	0.2378649504
1363	0.2378330726
1364	0.2378049352
1365	0.2377743028
1366	0.2377355816
1367	0.2376829343
1368	0.2376591745
1369	0.2376313773
1370	0.237602389
1371	0.2375625354
1372	0.237526664
1373	0.2375161964
1374	0.2374755442
1375	0.2374518694
1376	0.237429344
1377	0.2373990961
1378	0.2373650644
1379	0.2373278626
1380	0.237294243
1381	0.2372682479
1382	0.2372481209
1383	0.2372093242
1384	0.2371848869
1385	0.2371523151
1386	0.2371441106
1387	0.2371327314
1388	0.2371096161
1389	0.2370938103
1390	0.23704983
1391	0.2370146514
1392	0.2370040772
1393	0.2369786502
1394	0.236965275
1395	0.2369289802
1396	0.2368916559
1397	0.2368571297
1398	0.2368267436
1399	0.2367716998
1400	0.2367419325
1401	0.2367148462
1402	0.2366809847
1403	0.2366700887
1404	0.2366462773
1405	0.2366115566
1406	0.2365825568
1407	0.2365479324
1408	0.2365376275
1409	0.2365035027
1410	0.2364785732
1411	0.2364738975
1412	0.236447141
1413	0.2364125409
1414	0.2363863684
1415	0.2363580594
1416	0.2363279291
1417	0.2363045978
1418	0.2362659515
1419	0.2362400398
1420	0.2362138387
1421	0.236186666
1422	0.2361443986
1423	0.2361090445
1424	0.2360719498
1425	0.2360341319
1426	0.2360086124
1427	0.2359830973
1428	0.2359549924
1429	0.2359265948
1430	0.235891913
1431	0.2358731061
1432	0.2358629666
1433	0.2358475113
1434	0.2357840885
1435	0.2357614064
1436	0.2357245441
1437	0.2357011005
1438	0.2356781586
1439	0.2356506008
1440	0.2356365201
1441	0.2356104929
1442	0.2355719808
1443	0.2355282898
1444	0.2354818193
1445	0.2354581616
1446	0.235443358
1447	0.2354196186
1448	0.2353922754
1449	0.2353464145
1450	0.2352929121
1451	0.2352762114
1452	0.2352166971
1453	0.2351803477
1454	0.2351352462
1455	0.2351105071
1456	0.2350832404
1457	0.2350573527
1458	0.2349914959
1459	0.2349384852
1460	0.2349105868
1461	0.2348830471
1462	0.2348665167
1463	0.2348307711
1464	0.2348060528
1465	0.234772992
1466	0.2347531924
1467	0.234717808
1468	0.2346823063
1469	0.2346593555
1470	0.23463416
1471	0.2346024959
1472	0.2345609756
1473	0.2345447407
1474	0.2345054679
1475	0.2344569101
1476	0.2344368779
1477	0.2344115905
1478	0.2343868349
1479	0.2343593794
1480	0.234324296
1481	0.2343199397
1482	0.2342946963
1483	0.2342700267
1484	0.2342122941
1485	0.2341750613
1486	0.2341376781
1487	0.2341086461
1488	0.234083869
1489	0.2340489049
1490	0.2340236034
1491	0.2340049132
1492	0.2339805036
1493	0.2339236892
1494	0.2338893308
1495	0.2338625669
1496	0.2338350964
1497	0.233769012
1498	0.2337455439
1499	0.2336969642
1500	0.2336432484
1501	0.2336168677
1502	0.2335955334
1503	0.233559297
1504	0.2335266928
1505	0.2334986815
1506	0.2334872379
1507	0.2334624675
1508	0.2334374052
1509	0.2333933845
1510	0.2333685098
1511	0.2333111291
1512	0.2332925515
1513	0.2332585099
